"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","AR465","M48","NRS1","P10","R50","V521"
"group_1280","","hypothetical protein","1","1","1","1","2901","3","8","","248","248","248","","M48_01306","","","",""
"group_1281","","hypothetical protein","1","1","1","1","2900","3","21","","101","101","101","","M48_01307","","","",""
"group_1282","","hypothetical protein","1","1","1","1","1623","3","22","","266","266","266","","M48_01308","","","",""
"group_1283","","hypothetical protein","1","1","1","1","1624","3","23","","125","125","125","","M48_01309","","","",""
"group_129","","hypothetical protein","1","1","1","1","3993","4","2","","158","158","158","","M48_00485","","","",""
"group_13","","IS1182 family transposase ISSau3","1","1","1","1","2802","247","2","","194","194","194","","","","P10_01313","",""
"lpl2_7","","putative lipoprotein","1","1","1","1","2422","1","84","","632","632","632","","","","P10_02891","",""
"lpl2_8","","putative lipoprotein","1","1","1","1","2423","1","85","","230","230","230","","","","P10_02892","",""
"group_1312","","hypothetical protein","1","1","1","1","3316","1","1104","","299","299","299","","","","","","V521_01966"
"group_1313","","hypothetical protein","1","1","1","1","733","1","1093","","548","548","548","","M48_01926","","","",""
"group_1325","","hypothetical protein","1","1","1","1","637","1","1018","","629","629","629","","M48_01953","","","",""
"group_134","","Staphylococcal superantigen-like 10","1","1","1","1","3970","9","7","","185","185","185","","","","P10_00329","",""
"group_1340","","hypothetical protein","1","1","1","1","3430","115","1","","260","260","260","","M48_02057","","","",""
"group_1343","","hypothetical protein","1","1","1","1","613","1","943","","794","794","794","","M48_02079","","","",""
"group_1344","","hypothetical protein","1","1","1","1","804","1","940","","887","887","887","","M48_02082","","","",""
"group_1345","","hypothetical protein","1","1","1","1","808","1","640","","215","215","215","","M48_02087","","","",""
"group_1357","","hypothetical protein","1","1","1","1","1326","20","1","","212","212","212","","M48_02118","","","",""
"group_136","","hypothetical protein","1","1","1","1","176","241","1","","428","428","428","","","","","R50_00286",""
"group_140","","Oleate hydratase","1","1","1","1","1712","121","1","","230","230","230","","M48_00081","","","",""
"group_142","","hypothetical protein","1","1","1","1","1721","185","1","","1412","1412","1412","AR465_00730","","","","",""
"icaC_2","","putative poly-beta-1,6-N-acetyl-D-glucosamine export protein","1","1","1","1","2448","99","1","","134","134","134","","M48_02945","","","",""
"group_148","","putative oxidoreductase","1","1","1","1","2145","229","1","","227","227","227","","","","","R50_02402",""
"group_15","","hypothetical protein","1","1","1","1","2803","247","1","","392","392","392","","","","P10_01314","",""
"group_1506","","Putative aldehyde dehydrogenase","1","1","1","1","1370","103","1","","1340","1340","1340","","M48_02369","","","",""
"group_1509","","hypothetical protein","1","1","1","1","1407","30","3","","110","110","110","","M48_02399","","","",""
"group_151","","hypothetical protein","1","1","1","1","886","1","895","","161","161","161","AR465_02125","","","","",""
"group_152","","hypothetical protein","1","1","1","1","568","1","695","","161","161","161","","","","P10_00998","",""
"group_153","","hypothetical protein","1","1","1","1","796","1","837","","161","161","161","AR465_01583","","","","",""
"group_1533","blaI","Penicillinase repressor","1","1","1","1","1639","1","428","","89","89","89","","M48_02839","","","",""
"group_154","","hypothetical protein","1","1","1","1","1274","1","627","","236","236","236","","","","P10_01016","",""
"group_1556","","hypothetical protein","1","1","1","1","2511","56","1","","122","122","122","","M48_02985","","","",""
"group_1557","","IS200/IS605 family transposase ISSep3","1","1","1","1","2514","56","2","","365","365","365","","M48_02986","","","",""
"group_1559","spa","Immunoglobulin G-binding protein A","1","1","1","1","1704","263","1","","1352","1352","1352","","","NRS1_00610","","",""
"group_1561","","hypothetical protein","1","1","1","1","2287","266","1","","404","404","404","","","NRS1_01269","","",""
"group_1562","","hypothetical protein","1","1","1","1","3468","1","298","","584","584","584","","","NRS1_01290","","",""
"group_1563","","hypothetical protein","1","1","1","1","3467","1","297","","206","206","206","","","NRS1_01291","","",""
"group_1564","","hypothetical protein","1","1","1","1","3466","1","296","","146","146","146","","","NRS1_01293","","",""
"group_1565","","hypothetical protein","1","1","1","1","3508","1","292","","317","317","317","","","NRS1_01295","","",""
"group_1566","","hypothetical protein","1","1","1","1","3457","1","330","","641","641","641","","","NRS1_01300","","",""
"tst","","Toxic shock syndrome toxin-1","1","1","1","1","1555","1","366","","704","704","704","","","NRS1_01307","","",""
"group_1568","","hypothetical protein","1","1","1","1","1556","1","365","","560","560","560","","","NRS1_01308","","",""
"group_1569","","hypothetical protein","1","1","1","1","831","1","649","","857","857","857","","","NRS1_01319","","",""
"group_157","","hypothetical protein","1","1","1","1","871","1","880","","206","206","206","AR465_02140","","","","",""
"group_1570","lexA_1","LexA repressor","1","1","1","1","832","1","650","","716","716","716","","","NRS1_01320","","",""
"group_1572","","hypothetical protein","1","1","1","1","822","1","760","","539","539","539","","","NRS1_01323","","",""
"group_1573","","hypothetical protein","1","1","1","1","823","1","757","","755","755","755","","","NRS1_01324","","",""
"group_1574","","hypothetical protein","1","1","1","1","798","1","756","","161","161","161","","","NRS1_01329","","",""
"group_1575","","hypothetical protein","1","1","1","1","799","1","755","","302","302","302","","","NRS1_01330","","",""
"group_1576","","hypothetical protein","1","1","1","1","800","1","747","","260","260","260","","","NRS1_01331","","",""
"group_1580","","hypothetical protein","1","1","1","1","663","1","971","","368","368","368","","","NRS1_01340","","",""
"group_1581","","hypothetical protein","1","1","1","1","651","1","973","","371","371","371","","","NRS1_01342","","",""
"group_1582","","hypothetical protein","1","1","1","1","650","1","974","","236","236","236","","","NRS1_01343","","",""
"group_1583","","hypothetical protein","1","1","1","1","1262","1","975","","242","242","242","","","NRS1_01344","","",""
"group_1584","dut","Deoxyuridine 5'-triphosphate nucleotidohydrolase","1","1","1","1","1263","1","976","","533","533","533","","","NRS1_01345","","",""
"group_1585","","hypothetical protein","1","1","1","1","1264","1","977","","173","173","173","","","NRS1_01346","","",""
"group_1586","","hypothetical protein","1","1","1","1","1608","157","2","","431","431","431","","","NRS1_02426","","",""
"group_1587","","hypothetical protein","1","1","1","1","1607","157","3","","632","632","632","","","NRS1_02427","","",""
"group_1588","","hypothetical protein","1","1","1","1","757","1","1061","","1823","1823","1823","","","NRS1_02439","","",""
"group_159","","hypothetical protein","1","1","1","1","867","1","876","","152","152","152","AR465_02144","","","","",""
"group_1592","","hypothetical protein","1","1","1","1","1244","1","981","","173","173","173","","","NRS1_02462","","",""
"group_1593","","hypothetical protein","1","1","1","1","706","1","1001","","194","194","194","","","NRS1_02466","","",""
"group_1594","","hypothetical protein","1","1","1","1","622","1","617","","371","371","371","","","NRS1_02471","","",""
"group_1595","","hypothetical protein","1","1","1","1","588","1","703","","158","158","158","","","NRS1_02475","","",""
"group_1596","","hypothetical protein","1","1","1","1","587","1","702","","785","785","785","","","NRS1_02476","","",""
"group_1598","","Single-stranded DNA-binding protein","1","1","1","1","584","1","744","","425","425","425","","","NRS1_02481","","",""
"group_1599","","hypothetical protein","1","1","1","1","1595","1","812","","647","647","647","","","NRS1_02488","","",""
"group_16","","IS1182 family transposase ISSau3","1","1","1","1","2420","1","82","","551","551","551","","","","P10_02884","",""
"group_1600","","hypothetical protein","1","1","1","1","1596","1","811","","143","143","143","","","NRS1_02489","","",""
"group_1601","","hypothetical protein","1","1","1","1","563","1","826","","143","143","143","","","NRS1_02493","","",""
"group_1602","","hypothetical protein","1","1","1","1","564","1","827","","209","209","209","","","NRS1_02492","","",""
"group_1603","","hypothetical protein","1","1","1","1","558","1","898","","473","473","473","","","NRS1_02496","","",""
"group_1604","","hypothetical protein","1","1","1","1","1550","1","355","","848","848","848","","","NRS1_02540","","",""
"group_1607","","hypothetical protein","1","1","1","1","3488","1","288","","380","380","380","","","NRS1_02551","","",""
"group_1608","","hypothetical protein","1","1","1","1","3489","1","287","","1709","1709","1709","","","NRS1_02552","","",""
"group_1609","","hypothetical protein","1","1","1","1","3490","1","286","","869","869","869","","","NRS1_02553","","",""
"group_1610","","hypothetical protein","1","1","1","1","3491","1","285","","326","326","326","","","NRS1_02554","","",""
"group_1611","","hypothetical protein","1","1","1","1","3465","1","322","","317","317","317","","","NRS1_02557","","",""
"group_1612","","hypothetical protein","1","1","1","1","3464","1","321","","218","218","218","","","NRS1_02558","","",""
"group_1613","","hypothetical protein","1","1","1","1","3463","1","320","","674","674","674","","","NRS1_02559","","",""
"group_1614","xerC_9","Tyrosine recombinase XerC","1","1","1","1","3462","1","319","","1172","1172","1172","","","NRS1_02560","","",""
"group_1615","dus_1","putative tRNA-dihydrouridine synthase","1","1","1","1","1657","1","418","","452","452","452","","","","P10_00003","",""
"group_1617","","hypothetical protein","1","1","1","1","1732","245","1","","296","296","296","","","","P10_00013","",""
"entS_1","","Enterobactin exporter EntS","1","1","1","1","1731","245","2","","1220","1220","1220","","","","P10_00014","",""
"ywqN_1","","Putative NAD(P)H-dependent FMN-containing oxidoreductase YwqN","1","1","1","1","1730","245","3","","485","485","485","","","","P10_00015","",""
"gltR","","HTH-type transcriptional regulator GltR","1","1","1","1","1729","245","4","","860","860","860","","","","P10_00016","",""
"group_1621","","hypothetical protein","1","1","1","1","1728","245","5","","533","533","533","","","","P10_00017","",""
"group_1622","hdfR_1","HTH-type transcriptional regulator HdfR","1","1","1","1","1727","245","6","","341","341","341","","","","P10_00018","",""
"group_1623","","hypothetical protein","1","1","1","1","1726","245","7","","419","419","419","","","","P10_00019","",""
"group_1624","","putative lipoprotein","1","1","1","1","1701","145","13","","770","770","770","","","","P10_00025","",""
"group_1625","","hypothetical protein","1","1","1","1","296","246","1","","98","98","98","","","","P10_00070","",""
"repN_1","","Replication initiation protein","1","1","1","1","295","246","3","","485","485","485","","","","P10_00071","",""
"repE","","Replication initiation protein","1","1","1","1","301","246","2","","290","290","290","","","","P10_00072","",""
"group_1629","","Staphylocoagulase","1","1","1","1","384","255","1","","1910","1910","1910","","","","P10_00148","",""
"group_163","","hypothetical protein","1","1","1","1","3341","1","241","","173","173","173","","","","P10_01959","",""
"group_1630","","hypothetical protein","1","1","1","1","243","249","2","","653","653","653","","","","P10_00199","",""
"group_1631","","hypothetical protein","1","1","1","1","242","249","1","","587","587","587","","","","P10_00200","",""
"group_1632","essG_1","Type VII secretion system protein EsaG","1","1","1","1","466","144","8","","491","491","491","","","","P10_00213","",""
"group_1633","essG_2","Type VII secretion system protein EsaG","1","1","1","1","473","6","1","","500","500","500","","","","P10_00217","",""
"group_1634","essG_3","Type VII secretion system protein EsaG","1","1","1","1","474","6","2","","500","500","500","","","","P10_00218","",""
